Type,Status,Committee,prime_sponsor,processed_text,joined_text
Land Use Application,Adopted,"Subcommittee on Landmarks, Public Sitings and Dispositions","Rafael Salamanca, Jr.","['g', 'cck', 'technical', 'correction', 'housing', 'preservation', 'requesting', 'technical', 'year', 'related', 'urban', 'development', 'action', 'area', 'project', 'udaap', 'general', 'municipal', 'article', 'xi', 'tax', 'private', 'housing', 'finance', 'related', 'livonia', 'avenue', 'christopher', 'avenue', 'mother', 'gaston', 'boulevard', 'lots', 'livonia', 'avenue', 'betw']",g cck technical correction housing preservation requesting technical year related urban development action area project udaap general municipal article xi tax private housing finance related livonia avenue christopher avenue mother gaston boulevard lots livonia avenue betw
Resolution,Adopted,Committee on Finance,Justin L. Brannan,"['taxes', 'lots', 'private', 'housing', 'finance']",taxes lots private housing finance
Resolution,Adopted,Committee on Finance,Justin L. Brannan,"['additional', 'period', 'taxes', 'private', 'housing', 'finance']",additional period taxes private housing finance
Introduction,Filed (End of Session),"Committee on Environmental Protection, Resiliency and Waterfronts",Mercedes Narcisse,"['outreach', 'education', 'regarding', 'proper', 'disposal', 'household', 'cooking', 'oil', 'grease']",outreach education regarding proper disposal household cooking oil grease
Introduction,Filed (End of Session),Committee on Fire and Emergency Management,Lincoln Restler,"['emergency', 'response', 'protocols', 'days', 'air', 'quality', 'emergency']",emergency response protocols days air quality emergency
Introduction,Filed (End of Session),Committee on Fire and Emergency Management,Lincoln Restler,"['commissioner', 'emergency', 'management', 'develop', 'implement', 'comprehensive', 'plan', 'air', 'quality', 'emergencies']",commissioner emergency management develop implement comprehensive plan air quality emergencies
Introduction,Filed (End of Session),Committee on Governmental Operations,Nantasha M. Williams,"['presidents', 'provide', 'equal', 'employment', 'opportunity', 'trainings', 'community', 'board', 'members']",presidents provide equal employment opportunity trainings community board members
Introduction,Filed (End of Session),Committee on Fire and Emergency Management,Lincoln Restler,"['commissioner', 'emergency', 'management', 'develop', 'implement', 'plan', 'regarding', 'notification', 'air', 'quality', 'emergencies']",commissioner emergency management develop implement plan regarding notification air quality emergencies
Introduction,Filed (End of Session),Committee on Health,Carlina Rivera,"['prohibiting', 'release', 'birds', 'commercial', 'purposes']",prohibiting release birds commercial purposes
Introduction,Filed (End of Session),Committee on Criminal Justice,Carlina Rivera,"['procedures', 'following', 'death', 'individual', 'custody', 'correction', 'compassionate', 'release']",procedures following death individual custody correction compassionate release
Resolution,Filed (End of Session),Committee on Hospitals,Julie Menin,"['promote', 'equitable', 'access', 'outpatient', 'care', 'prohibit', 'patient', 'steering', 'practices']",promote equitable access outpatient care prohibit patient steering practices
Resolution,Filed (End of Session),"Committee on Environmental Protection, Resiliency and Waterfronts",Kevin C. Riley,"['prohibits', 'residential', 'commercial', 'properties', 'operating', 'digital', 'billboards', 'signs', 'use', 'flashing', 'intermittent', 'moving', 'lights', 'near', 'housing']",prohibits residential commercial properties operating digital billboards signs use flashing intermittent moving lights near housing
Introduction,Filed (End of Session),Committee on Health,Kevin C. Riley,"['nutrition', 'standards', 'beverage', 'options', 'meals', 'served', 'food', 'service', 'establishmen']",nutrition standards beverage options meals served food service establishmen
Resolution,Filed (End of Session),Committee on Health,Crystal Hudson,"['extend', 'statute', 'limitations', 'medical', 'negligence', 'related', 'injury', 'civil', 'suits', 'ten', 'years']",extend statute limitations medical negligence related injury civil suits ten years
Introduction,Enacted,Committee on Transportation and Infrastructure,Selvena N. Brooks-Powers,"['authorizing', 'physician', 'assistants', 'nurse', 'practitioners', 'conduct', 'medical', 'exams', 'taxi', 'driver', 'license', 'applicants']",authorizing physician assistants nurse practitioners conduct medical exams taxi driver license applicants
Resolution,Filed (End of Session),Committee on Transportation and Infrastructure,Selvena N. Brooks-Powers,"['scramble', 'crosswalks', 'leading', 'school', 'buildings', 'times', 'student', 'arrival', 'dismissal']",scramble crosswalks leading school buildings times student arrival dismissal
Resolution,Filed (End of Session),Committee on Aging,Gale A. Brewer,"['provide', 'annual', 'adjustment', 'maximum', 'income', 'threshold', 'eligibility', 'senior', 'citizen', 'rent', 'increase', 'scrie', 'disability', 'rent', 'increase', 'drie', 'senior', 'citizen', 'sche', 'disabled', 'dhe', 'increase', 'consumer', 'price']",provide annual adjustment maximum income threshold eligibility senior citizen rent increase scrie disability rent increase drie senior citizen sche disabled dhe increase consumer price
Introduction,Filed (End of Session),"Committee on Environmental Protection, Resiliency and Waterfronts",Linda Lee,"['building', 'emissions', 'calculations', 'adjustments', 'penalties']",building emissions calculations adjustments penalties
Resolution,Filed (End of Session),Committee on Women and Gender Equity,Crystal Hudson,"['ensure', 'equal', 'educational', 'opportunity', 'basic', 'civil', 'rights', 'protections', 'laws', 'policies', 'prohibit', 'victimization', 'exclusion', 'erasure', 'young', 'people', 'schools', 'called', 'cam']",ensure equal educational opportunity basic civil rights protections laws policies prohibit victimization exclusion erasure young people schools called cam
Introduction,Enacted,Committee on Transportation and Infrastructure,Selvena N. Brooks-Powers,"['taxicab', 'license', 'durations']",taxicab license durations
Introduction,Filed (End of Session),Committee on Housing and Buildings,Crystal Hudson,"['complaints', 'housing', 'violations']",complaints housing violations
Introduction,Filed (End of Session),Committee on Health,Shaun Abreu,"['background', 'checks', 'child', 'care', 'providers', 'employees', 'volunteers']",background checks child care providers employees volunteers
Land Use Application,Adopted,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.","['zry', 'yes', 'carbon', 'neutrality', 'planning', 'zoning', 'modifying', 'multiple', 'sections', 'remove', 'impediments', 'expand', 'opportunities', 'decarbonization', 'projects', 'within', 'zoning', 'districts', 'citywide']",zry yes carbon neutrality planning zoning modifying multiple sections remove impediments expand opportunities decarbonization projects within zoning districts citywide
Resolution,Adopted,Committee on Finance,Diana I. Ayala,"['amending', 'restating', 'provide', 'amounts', 'necessary', 'support', 'government', 'counties', 'therein', 'payment', 'indebtedness', 'therefore', 'fiscal', 'year', 'beginning', 'july', 'ending', 'june', 'levy', 'taxes', 'accordance', 'provision', 'constitution', 'tax']",amending restating provide amounts necessary support government counties therein payment indebtedness therefore fiscal year beginning july ending june levy taxes accordance provision constitution tax
Resolution,Adopted,Committee on Finance,Diana I. Ayala,"['amending', 'restating', 'computing', 'certifying', 'adjusted', 'base', 'proportion', 'class', 'fiscal', 'board', 'tax', 'services', 'tax']",amending restating computing certifying adjusted base proportion class fiscal board tax services tax
Resolution,Adopted,Committee on Finance,Diana I. Ayala,"['amending', 'restating', 'computing', 'certifying', 'base', 'percentage', 'current', 'percentage', 'current', 'base', 'proportion', 'class', 'fiscal', 'board', 'tax', 'services', 'tax']",amending restating computing certifying base percentage current percentage current base proportion class fiscal board tax services tax
Resolution,Adopted,Committee on Finance,Diana I. Ayala,"['fiscal', 'limit', 'zero', 'percent', 'increase', 'current', 'base', 'proportion', 'class', 'adjusted', 'base', 'proportion', 'immediately', 'preceding', 'year', 'purposes', 'determining', 'current', 'base', 'proportion']",fiscal limit zero percent increase current base proportion class adjusted base proportion immediately preceding year purposes determining current base proportion
Land Use Application,Adopted,Committee on Finance,Justin L. Brannan,"['stevenson', 'commons', 'lots', 'community']",stevenson commons lots community
Land Use Application,Adopted,Committee on Finance,Justin L. Brannan,"['red', 'oak', 'community']",red oak community
Resolution,Adopted,"Committee on Environmental Protection, Resiliency and Waterfronts",Keith Powers,"['mayor', 'contracting', 'purchase', 'operation', 'maintenance', 'zero', 'emission', 'vehicles', 'procure', 'basis', 'best', 'value']",mayor contracting purchase operation maintenance zero emission vehicles procure basis best value
Resolution,Adopted,Committee on Finance,Justin L. Brannan,"['designation', 'changes', 'designation', 'organizations', 'receive', 'funding', 'expense', 'budget']",designation changes designation organizations receive funding expense budget
Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.","['disposition', 'article', 'xi', 'private', 'housing', 'finance', 'g', 'xim']",disposition article xi private housing finance g xim
Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.","['decision', 'planning', 'zrx', 'text', 'zoning']",decision planning zrx text zoning
Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.","['decision', 'planning', 'ulurp', 'zmx', 'zoning', 'map']",decision planning ulurp zmx zoning map
Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.","['decision', 'planning', 'ulurp', 'zmr', 'zoning', 'map']",decision planning ulurp zmr zoning map
Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.","['modifications', 'decision', 'planning', 'zrq', 'text', 'zoning']",modifications decision planning zrq text zoning
Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.","['decision', 'planning', 'ulurp', 'zmq', 'zoning', 'map']",decision planning ulurp zmq zoning map
Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.","['decision', 'planning', 'ulurp', 'zmk', 'zoning', 'map']",decision planning ulurp zmk zoning map
Introduction,Filed (End of Session),Committee on Public Safety,Julie Won,"['police', 'transparency', 'use', 'surveillance', 'technology']",police transparency use surveillance technology
Introduction,Filed (End of Session),Committee on Public Safety,Crystal Hudson,"['establishment', 'police', 'policy', 'using', 'facial', 'recognition', 'technology', 'regular', 'audits', 'ensure', 'compliance']",establishment police policy using facial recognition technology regular audits ensure compliance
