File ,Law Number,Type,Status,Committee,Prime Sponsor,Council Member Sponsors,Title
Res 0248-2022,,Resolution,Adopted,Committee on Finance,Justin L. Brannan,1,"Resolution approving an exemption from real property taxes for property located at (Block 2697, Lot 18 and 19; and Block 2732, Lot 31) Bronx, pursuant to Section 577 of the Private Housing Finance Law (Preconsidered L.U. No. 72)"
Int 0549-2022,,Introduction,Vetoed,Committee on Criminal Justice,Public Advocate Jumaane Williams,38,"A Local Law to amend the administrative code of the city of New York, in relation to banning solitary confinement in city jails and establishing standards for the use of restrictive housing and emergency lock-ins"
Res 0244-2022,,Resolution,Adopted,Committee on Health,Public Advocate Jumaane Williams,15,Resolution calling on the Centers for Disease Control and Prevention to provide expanded funding for the Healthy Start Brooklyn doula program known as By My Side in order to make doulas available to all low-income birthing people in New York City.
Res 0245-2022,,Resolution,Adopted,Committee on Women and Gender Equity,Public Advocate Jumaane Williams,20,Resolution calling on the United States Senate to pass and the President to sign the Women’s Health Protection A
Res 0242-2022,,Resolution,Adopted,Committee on Civil and Human Rights,Julie Menin,15,"Resolution congratulating the State Legislature for approving S.15002/A.41002, a resolution proposing an amendment to the New York State Constitution in relation to equal protection, and calling on the Legislature to approve this amendment again next session so that it may be submitted to the voters of New York State for approval."
Int 0525-2022,2022/123,Introduction,Enacted,Committee on Consumer and Worker Protection,Gale A. Brewer,29,"A Local Law to amend the administrative code of the city of New York, in relation to the purchase of second-hand catalytic converters"
T2022-1683,,Oversight,Filed,Committee on State and Federal Legislation,,0,Oversight - Access to Firearms: City and State Efforts to Curb Gun Violence.
T2022-1682,,Oversight,Filed,Committee on Public Safety,,0,Oversight - Access to Firearms: City and State Efforts to Curb Gun Violence.
Int 0518-2022,2022/090,Introduction,Enacted,Committee on Public Safety,Shaun Abreu,28,"A Local Law to amend the administrative code of the city of New York, in relation to a study and report on the trafficking of illegal firearms"
LU 0077-2022,,Land Use Application,Adopted,"Subcommittee on Landmarks, Public Sitings and Dispositions","Rafael Salamanca, Jr.",1,"Application number C 220223 PQM (The Lirio – 806 9th Avenue) the Department of Citywide Administrative Services, pursuant to Section 197-c of the New York City Charter, for the acquisition of property located at 806 9th Avenue (Block 1044, Lot 3) to facilitate the expansion of Metropolitan Transportation Authority’s New York City Transit operations, Borough of Manhattan, Community District 4, Council Distric"
LU 0075-2022,,Land Use Application,Adopted,"Subcommittee on Landmarks, Public Sitings and Dispositions","Rafael Salamanca, Jr.",1,"Application number C 220221(A) ZSM (The Lirio – 806 9th Avenue) submitted by the Department of Housing Preservation and Development (HPD), pursuant to Sections 197-c and 201 of the New York City Charter and proposed for modification pursuant to Section 2-06(c)(1) of the Uniform Land Use Review Procedure for the grant of a special permit pursuant to Section 96-112 of the Zoning Resolution to modify the lot coverage and usable landscaped open area requirements of Section 96-102 (Lot Coverage Regulations) and the height and setback requirements of Section 96-104 (Height and setback regulations"
Res 0253-2022,,Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.",2,"Resolution approving the decision of the City Planning Commission on Application No. N 200336 ZRK, for an amendment of the text of the Zoning Resolution (L.U. No. 66)."
Res 0252-2022,,Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.",2,"Resolution approving the decision of the City Planning Commission on ULURP No. C 200335 ZMK, a Zoning Map amendment (L.U. No. 65)."
Res 0271-2022,,Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.",2,"Resolution approving with modifications the decision of the City Planning Commission on Application No. N 200229 ZRX, for an amendment of the text of the Zoning Resolution (L.U. No. 64)."
Res 0270-2022,,Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.",2,"Resolution approving the decision of the City Planning Commission on ULURP No. C 200228 ZMX, a Zoning Map amendment (L.U. No. 63)."
Res 0251-2022,,Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.",2,"Resolution approving the decision of the City Planning Commission on ULURP No. C 210294 ZSX, for the grant of a special permit (L.U. No. 62)."
Res 0250-2022,,Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.",2,"Resolution approving the decision of the City Planning Commission on ULURP No. C 210293 PSX (L.U. No. 61), for the site selection of property located at 1257 Morris Avenue (Block 2450, Lot 42) for use as an ambulance station EMS facility, Borough of the Bronx, Community District 4."
Res 0249-2022,,Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.",2,"Resolution approving the application submitted by the New York City Department of Housing Preservation and Development (“HPD”) and the decision of the City Planning Commission, ULURP No. C 220159 HAK, approving the designation of an Urban Development Action Area, an Urban Development Action Area Project, and the disposition of city-owned property located at 492-496 Glenmore Avenue (Block 3725, Lots 12 and 13), 2358-2362 Pitkin Avenue (Block 4015, Lots 22, 23, and 24), 943 Dumont Avenue (Block 4063, Lot 52), and 743 Blake Avenue (Block 3775, Lot 150), Borough of Brooklyn, Community Distric"
T2022-1664,,Oversight,Filed,Committee on Youth Services,,0,Oversight - Adult Literacy Programming and Resource
T2022-1663,,Oversight,Filed,Committee on Immigration,,0,Oversight - Adult Literacy Programming and Resource
M 0074-2022,,Mayor's Message,"Received, Ordered, Printed and Filed",City Council,,0,"Communication from the Mayor - Submitting amended certificate setting forth the maximum amount of debt and reserves which the City, and the NYC Municipal Water Finance Authority and the New York City Transitional Finance Authority may soundly incur for capital projects for Fiscal Year 2023 and the ensuing three fiscal years, and the maximum amount of appropriations and expenditures for capital projects which may soundly be made during each fiscal year, pursuant to Section 250 of the New York City Charter."
Res 0224-2022,,Resolution,Adopted,Committee on Finance,Justin L. Brannan,1,Resolution approving the new designation and changes in the designation of certain organizations to receive funding in the Expense Budget.
Res 0233-2022,,Resolution,Adopted,Committee on Finance,Diana I. Ayala,1,"Resolution to provide the amounts necessary for the support of the Government of the City of New York and the counties therein and for the payment of indebtedness thereof, for the Fiscal Year beginning on July 1, 2022 and ending on June 30, 2023 by the levy of taxes on the Real Property in the City of New York, in accordance with the provisions of the constitution of the State of New York, the Real Property Tax Law and the New York City Charter."
M 0073-2022,,Communication,Adopted,Committee on Finance,,0,"Report of the Committee on Finance in favor of approving a resolution of the Council of the City of New York fixing the tax rate for the Fiscal Year 2023, adopted June 13, 2022 upon the recommendation of the Committee on Finance of the Council."
Res 0229-2022,,Resolution,Adopted,Committee on Finance,Justin L. Brannan,1,"Resolution approving The City Fiscal Year 2023 Community Development Program, Reallocation of Forty-Eighth Year Community Development Funds, and the Proposed Forty-Ninth Year Community Development Program."
Res 0228-2022,,Resolution,Adopted,Committee on Finance,Justin L. Brannan,1,"RESOLUTION BY THE NEW YORK CITY COUNCIL PURSUANT TO SECTION 254 OF THE NEW YORK CITY CHARTER, THAT THE CAPITAL BUDGET FOR FISCAL YEAR 2023 AND CAPITAL PROGRAM FOR THE ENSUING THREE YEARS, AS SET FORTH IN THE EXECUTIVE CAPITAL BUDGET FOR THE FISCAL YEAR 2023 AND CAPITAL PROGRAM AS SUBMITTED BY THE MAYOR AS AUGMENTED BY THE BOROUGH PRESIDENTS PURSUANT TO SECTION 249 OF THE NEW YORK CITY CHARTER, AND AMENDED BY THE SCHEDULE OF CHANGES APPROVED UNDER RESOLUTION A, INCLUDING AMOUNTS REALLOCATED BY THE RESCINDMENT OF AMOUNTS FROM PRIOR CAPITAL BUDGET APPROPRIATIONS, IS HEREBY ADOPTED IN THE TOTAL AM"
Res 0227-2022,,Resolution,Adopted,Committee on Finance,Justin L. Brannan,1,"RESOLUTION BY THE NEW YORK CITY COUNCIL PURSUANT TO SECTION 254 OF THE NEW YORK CITY CHARTER, THAT THE CAPITAL BUDGET FOR FISCAL YEAR 2023 AND CAPITAL PROGRAM, BEING THE EXECUTIVE CAPITAL BUDGET FOR FISCAL YEAR 2023 AND PROGRAM AS SUBMITTED BY THE MAYOR AND BY THE BOROUGH PRESIDENTS PURSUANT TO SECTION 249 OF THE NEW YORK CITY CHARTER, INCLUDING RESCINDMENT OF AMOUNTS FROM PRIOR CAPITAL BUDGETS, BE AND THE SAME ARE HEREBY APPROVED IN ACCORDANCE WITH THE FOLLOWING SCHEDULE OF CHANGES (RESOLUTION A)."
Res 0226-2022,,Resolution,Adopted,Committee on Finance,Justin L. Brannan,1,"RESOLUTION TO ADOPT A CONTRACT BUDGET SETTING FORTH, BY AGENCY, CATEGORIES OF CONTRACTUAL SERVICES FOR WHICH APPROPRIATIONS HAD BEEN PROPOSED FOR THE FISCAL YEAR BEGINNING ON JULY 1, 2022 AND ENDING ON JUNE 30, 2023, IN ACCORDANCE WITH THE PROVISIONS OF THE NEW YORK CITY CHARTER."
Res 0225-2022,,Resolution,Adopted,Committee on Finance,Justin L. Brannan,1,"RESOLUTION TO ADOPT A BUDGET APPROPRIATING THE AMOUNTS NECESSARY FOR THE SUPPORT OF THE GOVERNMENT OF THE CITY OF NEW YORK AND THE COUNTIES THEREIN AND FOR THE PAYMENT OF INDEBTEDNESS THEREOF, FOR THE FISCAL YEAR BEGINNING ON JULY 1, 2022 AND ENDING ON JUNE 30, 2023 IN ACCORDANCE WITH THE PROVISIONS OF THE NEW YORK CITY CHARTER."
Res 0223-2022,,Resolution,Adopted,Committee on Finance,Diana I. Ayala,1,Resolution establishing for Fiscal 2023 a zero percent increase of the current base proportion of any class over the adjusted base proportion of the immediately preceding year for purposes of determining the current base proportion.
Res 0222-2022,,Resolution,Adopted,Committee on Finance,Diana I. Ayala,1,RESOLUTION COMPUTING AND CERTIFYING ADJUSTED BASE PROPORTION OF EACH CLASS OF REAL PROPERTY FOR FISCAL 2023 TO THE STATE BOARD OF REAL PROPERTY TAX SERVICES PURSUANT TO SECTION 1803-a OF THE REAL PROPERTY TAX LAW.
Res 0232-2022,,Resolution,Adopted,Committee on Finance,Justin L. Brannan,1,"RESOLUTION APPROVING, PURSUANT TO SECTION 2590-p OF THE STATE EDUCATION LAW AND PARAGRAPH(1)(a) OF THE MEMORANDUM OF UNDERSTANDING, DATED NOVEMBER 10, 2020, AMONG THE MAYOR, THE SPEAKER, AND THE CHANCELLOR, THE AMENDMENT TO THE FIVE-YEAR EDUCATIONAL FACILITIES CAPITAL PLAN FOR 2020-2024 SUBMITTED BY THE CHANCELLOR."
Res 0231-2022,,Resolution,Adopted,Committee on Finance,Justin L. Brannan,1,RESOLUTION APPROVING A MODIFICATION (MN-8) PURSUANT TO SECTION 107(e) OF THE CHARTER OF THE CITY OF NEW YORK.
M 0072-2022,,Communication,Adopted,Committee on Finance,,0,"Appropriation of new City revenues in Fiscal Year 2022, pursuant to Section 107(e) of the New York City Charter. (MN-8)"
Res 0230-2022,,Resolution,Adopted,Committee on Finance,Justin L. Brannan,1,RESOLUTION APPROVING THE MODIFICATION (MN-7) OF UNITS OF APPROPRIATION AND THE TRANSFER OF CITY FUNDS BETWEEN AGENCIES PROPOSED BY THE MAYOR PURSUANT TO SECTION 107(b) OF THE NEW YORK CITY CHARTER.
M 0071-2022,,Communication,Adopted,Committee on Finance,,0,"Communication from the Office of Management & Budget - Transfer City funds between various agencies in Fiscal Year 2022 to implement changes to the City's expense budget, pursuant to Section 107(b) of the New York City Charter. (MN-7)"
Res 0221-2022,,Resolution,Adopted,Committee on Finance,Diana I. Ayala,1,"RESOLUTION COMPUTING AND CERTIFYING BASE PERCENTAGE, CURRENT PERCENTAGE AND CURRENT BASE PROPORTION OF EACH CLASS OF REAL PROPERTY FOR FISCAL 2023 TO THE STATE BOARD OF REAL PROPERTY TAX SERVICES PURSUANT TO SECTION 1803-a OF THE REAL PROPERTY TAX LAW."
